Name,Longitude,Latitude,RAG,popuptext
Pennine Care NHS Foundation Trust,-2.099981,53.485827,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Pennine Care NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 0%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: 94.6%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 341</span><br/>
      <span>DToC days (Social Care): 489</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): NaN%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 17%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 21.2%</span>
      </div>"
Royal Brompton & Harefield NHS Foundation Trust,-0.170855,51.489743,amber,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Royal Brompton & Harefield NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: NA%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: 99.2%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 100</span><br/>
      <span>DToC days (Social Care): 72</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 0%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 9.8%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 9.6%</span>
      </div>"
Leicestershire Partnership NHS Trust,-1.103018,52.676504,amber,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Leicestershire Partnership NHS Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: NA%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: NA%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 508</span><br/>
      <span>DToC days (Social Care): 85</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): NaN%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 33.5%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 32.8%</span>
      </div>"
The Newcastle Upon Tyne Hospitals NHS Foundation Trust,-1.593722,55.002759,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>The Newcastle Upon Tyne Hospitals NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 4.8%</span><br/>
      <span>Breaching 4 hour target (Type 1): 9%</span><br/><br/>

      <span>Beds occupied: 77.3%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 492</span><br/>
      <span>DToC days (Social Care): 77</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 2.2%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 9.6%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 13.3%</span>
      </div>"
Gloucestershire Hospitals NHS Foundation Trust,-2.071883,51.89212,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Gloucestershire Hospitals NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 12.5%</span><br/>
      <span>Breaching 4 hour target (Type 1): 12.5%</span><br/><br/>

      <span>Beds occupied: 90.2%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 319</span><br/>
      <span>DToC days (Social Care): 456</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 0%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 8%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 6.4%</span>
      </div>"
Northumbria Healthcare NHS Foundation Trust,-1.46734,55.025241,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Northumbria Healthcare NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 6.2%</span><br/>
      <span>Breaching 4 hour target (Type 1): 11.9%</span><br/><br/>

      <span>Beds occupied: 75.9%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 70</span><br/>
      <span>DToC days (Social Care): 139</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 1.9%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 6.7%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 8%</span>
      </div>"
Derby Teaching Hospitals NHS Foundation Trust,-1.514514,52.911193,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Derby Teaching Hospitals NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 14.4%</span><br/>
      <span>Breaching 4 hour target (Type 1): 21.9%</span><br/><br/>

      <span>Beds occupied: 84.4%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 639</span><br/>
      <span>DToC days (Social Care): 479</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 1.1%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 8.3%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 6.9%</span>
      </div>"
Oxford University Hospitals NHS Foundation Trust,-1.219806,51.763871,red,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Oxford University Hospitals NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 12.6%</span><br/>
      <span>Breaching 4 hour target (Type 1): 14.7%</span><br/><br/>

      <span>Beds occupied: 92.3%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 696</span><br/>
      <span>DToC days (Social Care): 106</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 3.5%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 5.3%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 5.9%</span>
      </div>"
Ashford and St Peter's Hospitals NHS Foundation Trust,-0.52706,51.377832,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Ashford and St Peter's Hospitals NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 22.4%</span><br/>
      <span>Breaching 4 hour target (Type 1): 22.4%</span><br/><br/>

      <span>Beds occupied: 84.8%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 66</span><br/>
      <span>DToC days (Social Care): 59</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 3.4%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 8.4%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 9.8%</span>
      </div>"
Surrey and Sussex Healthcare NHS Trust,-0.162009,51.219194,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Surrey and Sussex Healthcare NHS Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 11.2%</span><br/>
      <span>Breaching 4 hour target (Type 1): 12.2%</span><br/><br/>

      <span>Beds occupied: 92%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 318</span><br/>
      <span>DToC days (Social Care): 73</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 0%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 8.1%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 9.8%</span>
      </div>"
2gether NHS Foundation Trust,-2.24469,51.860419,amber,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>2gether NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: NA%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: 89.2%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 111</span><br/>
      <span>DToC days (Social Care): 59</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): NA%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): NA%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): NA%</span>
      </div>"
South Tees Hospitals NHS Foundation Trust,-1.214805,54.551755,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>South Tees Hospitals NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 6.3%</span><br/>
      <span>Breaching 4 hour target (Type 1): 7.3%</span><br/><br/>

      <span>Beds occupied: 85.1%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 1097</span><br/>
      <span>DToC days (Social Care): 126</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 1.9%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 10.1%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 9.3%</span>
      </div>"
North West Boroughs Healthcare NHS Foundation Trust,-2.606862,53.429516,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>North West Boroughs Healthcare NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 1%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: 87.7%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 160</span><br/>
      <span>DToC days (Social Care): 208</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): NaN%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 29.2%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 24.7%</span>
      </div>"
University Hospitals of Morecambe Bay NHS Foundation Trust,-2.732552,54.306703,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>University Hospitals of Morecambe Bay NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 17.6%</span><br/>
      <span>Breaching 4 hour target (Type 1): 20.5%</span><br/><br/>

      <span>Beds occupied: 81.7%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 744</span><br/>
      <span>DToC days (Social Care): 385</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 0.5%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 8.5%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 9.6%</span>
      </div>"
Central and North West London NHS Foundation Trust,-0.139082,51.526796,red,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Central and North West London NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: NA%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: 90.8%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 446</span><br/>
      <span>DToC days (Social Care): 256</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): NaN%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 22.8%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 8.4%</span>
      </div>"
South London and Maudsley NHS Foundation Trust,-0.091441,51.468738,red,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>South London and Maudsley NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: NA%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: NA%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 280</span><br/>
      <span>DToC days (Social Care): 152</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): NA%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): NA%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): NA%</span>
      </div>"
Humber NHS Foundation Trust,-0.444478,53.771971,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Humber NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 0%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: 82%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 294</span><br/>
      <span>DToC days (Social Care): 220</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): NaN%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 6.4%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 9.1%</span>
      </div>"
North Bristol NHS Trust,-2.591016,51.494806,red,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>North Bristol NHS Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 15.1%</span><br/>
      <span>Breaching 4 hour target (Type 1): 15.1%</span><br/><br/>

      <span>Beds occupied: 93.4%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 820</span><br/>
      <span>DToC days (Social Care): 507</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 0.9%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 8.3%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 9.7%</span>
      </div>"
Avon and Wiltshire Mental Health Partnership NHS Trust,-2.108859,51.468571,red,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Avon and Wiltshire Mental Health Partnership NHS Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: NA%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: 86.3%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 328</span><br/>
      <span>DToC days (Social Care): 252</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): NA%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): NA%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): NA%</span>
      </div>"
Epsom and St Helier University Hospitals NHS Trust,-0.183642,51.380313,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Epsom and St Helier University Hospitals NHS Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 10.8%</span><br/>
      <span>Breaching 4 hour target (Type 1): 13.4%</span><br/><br/>

      <span>Beds occupied: 78.8%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 184</span><br/>
      <span>DToC days (Social Care): 266</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 1.8%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 11.2%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 10.8%</span>
      </div>"
East Kent Hospitals University NHS Foundation Trust,1.087083,51.266589,red,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>East Kent Hospitals University NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 20.6%</span><br/>
      <span>Breaching 4 hour target (Type 1): 24.8%</span><br/><br/>

      <span>Beds occupied: 90.1%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 1509</span><br/>
      <span>DToC days (Social Care): 123</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 0.9%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 9.2%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 9.3%</span>
      </div>"
North Tees and Hartlepool NHS Foundation Trust,-1.227837,54.702398,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>North Tees and Hartlepool NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 2.9%</span><br/>
      <span>Breaching 4 hour target (Type 1): 10.5%</span><br/><br/>

      <span>Beds occupied: 82.6%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 421</span><br/>
      <span>DToC days (Social Care): 26</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 0.3%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 8.1%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 13%</span>
      </div>"
Southport and Ormskirk Hospital NHS Trust,-2.978159,53.633667,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Southport and Ormskirk Hospital NHS Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 10.5%</span><br/>
      <span>Breaching 4 hour target (Type 1): 14.9%</span><br/><br/>

      <span>Beds occupied: 87.7%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 107</span><br/>
      <span>DToC days (Social Care): 0</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 3.2%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 8.3%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 9.3%</span>
      </div>"
Southern Health NHS Foundation Trust,-1.530052,50.9313,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Southern Health NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 0%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: 82.7%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 334</span><br/>
      <span>DToC days (Social Care): 913</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 1.1%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 10.5%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 15.7%</span>
      </div>"
Central Manchester University Hospitals NHS Foundation Trust,-2.227711,53.462436,red,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Central Manchester University Hospitals NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: NA%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: NA%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): NA</span><br/>
      <span>DToC days (Social Care): NA</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): NA%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): NA%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): NA%</span>
      </div>"
Mersey Care NHS Foundation Trust,-2.999018,53.407589,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Mersey Care NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 0%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: 90.2%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 551</span><br/>
      <span>DToC days (Social Care): 370</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): NaN%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 33.8%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 10.5%</span>
      </div>"
Lancashire Care NHS Foundation Trust,-2.638861,53.719261,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Lancashire Care NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: NA%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: 93.7%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 165</span><br/>
      <span>DToC days (Social Care): 36</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): NaN%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 22.4%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 21.3%</span>
      </div>"
Pennine Acute Hospitals NHS Trust,-2.229502,53.517882,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Pennine Acute Hospitals NHS Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 21.2%</span><br/>
      <span>Breaching 4 hour target (Type 1): 29.7%</span><br/><br/>

      <span>Beds occupied: 85.8%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 596</span><br/>
      <span>DToC days (Social Care): 394</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 5.8%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 13.6%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 17.9%</span>
      </div>"
Hull and East Yorkshire Hospitals NHS Trust,-0.358146,53.744113,amber,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Hull and East Yorkshire Hospitals NHS Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 23.6%</span><br/>
      <span>Breaching 4 hour target (Type 1): 23.6%</span><br/><br/>

      <span>Beds occupied: 82.9%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 476</span><br/>
      <span>DToC days (Social Care): 337</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 3.1%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 9.5%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 8.5%</span>
      </div>"
United Lincolnshire Hospitals NHS Trust,-0.522797,53.235327,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>United Lincolnshire Hospitals NHS Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 34.4%</span><br/>
      <span>Breaching 4 hour target (Type 1): 40.3%</span><br/><br/>

      <span>Beds occupied: 90.3%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 580</span><br/>
      <span>DToC days (Social Care): 137</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 6%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 10.5%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 10.5%</span>
      </div>"
University Hospitals of Leicester NHS Trust,-1.135953,52.6268,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>University Hospitals of Leicester NHS Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 26.5%</span><br/>
      <span>Breaching 4 hour target (Type 1): 28.5%</span><br/><br/>

      <span>Beds occupied: 81.2%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 554</span><br/>
      <span>DToC days (Social Care): 0</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 5.2%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 8.6%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 7.9%</span>
      </div>"
Maidstone and Tunbridge Wells NHS Trust,0.483974,51.273662,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Maidstone and Tunbridge Wells NHS Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 10.8%</span><br/>
      <span>Breaching 4 hour target (Type 1): 12.5%</span><br/><br/>

      <span>Beds occupied: 90.9%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 400</span><br/>
      <span>DToC days (Social Care): 296</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 2.3%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 8%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 7.8%</span>
      </div>"
West Hertfordshire Hospitals NHS Trust,-0.404187,51.648921,amber,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>West Hertfordshire Hospitals NHS Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 22.8%</span><br/>
      <span>Breaching 4 hour target (Type 1): 33.2%</span><br/><br/>

      <span>Beds occupied: 83.8%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 361</span><br/>
      <span>DToC days (Social Care): 203</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 2.4%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 11%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 11.2%</span>
      </div>"
